match_id,season,date,venue,team1,team2,toss_winner,toss_decision,innings1_team,innings1_score,innings1_wickets,innings1_overs,innings2_team,innings2_score,innings2_wickets,innings2_overs,winner,margin,margin_type,day_night,nrr_team1,nrr_team2
646,2017,2017-04-21,"Rajiv Gandhi International Stadium, Hyderabad",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,160,2,19.5,Sunrisers Hyderabad,202,5,10.7,Kolkata Knight Riders,42,runs,True,-10.595,10.595
647,2017,2017-03-21,"Rajiv Gandhi International Stadium, Hyderabad",Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Rajasthan Royals,166,3,18.7,Delhi Capitals,127,4,17.0,Delhi Capitals,6,wickets,True,1.388,-1.388
648,2017,2017-04-09,"Eden Gardens, Kolkata",Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,bat,Lucknow Super Giants,172,7,18.5,Chennai Super Kings,131,5,17.9,Chennai Super Kings,5,wickets,True,1.988,-1.988
649,2017,2017-03-11,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,145,2,19.7,Sunrisers Hyderabad,213,5,14.7,Kolkata Knight Riders,68,runs,False,-7.114,7.114
650,2017,2017-04-23,"M. Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,field,Gujarat Titans,136,5,19.8,Kolkata Knight Riders,185,9,12.2,Gujarat Titans,49,runs,False,-8.294,8.294
651,2017,2017-03-17,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Lucknow Super Giants,Punjab Kings,bat,Punjab Kings,225,4,18.1,Lucknow Super Giants,173,8,15.8,Lucknow Super Giants,2,wickets,True,1.5,-1.5
652,2017,2017-03-21,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,bat,Royal Challengers Bengaluru,151,7,19.5,Gujarat Titans,228,7,13.3,Royal Challengers Bengaluru,77,runs,True,-9.36,9.36
653,2017,2017-04-18,"M.A. Chidambaram Stadium, Chennai",Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,Lucknow Super Giants,181,4,18.2,Chennai Super Kings,150,2,11.7,Chennai Super Kings,8,wickets,True,-2.945,2.945
654,2017,2017-03-02,"Rajiv Gandhi International Stadium, Hyderabad",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Chennai Super Kings,142,4,18.4,Kolkata Knight Riders,154,8,19.6,Chennai Super Kings,12,runs,True,-0.16,0.16
655,2017,2017-04-01,"M.A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Royal Challengers Bengaluru,225,2,19.9,Kolkata Knight Riders,207,6,15.2,Kolkata Knight Riders,4,wickets,True,-2.351,2.351
656,2017,2017-04-24,"M.A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,169,6,18.1,Punjab Kings,110,8,10.3,Punjab Kings,2,wickets,False,-1.382,1.382
657,2017,2017-04-16,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,135,6,18.6,Sunrisers Hyderabad,195,2,19.6,Rajasthan Royals,60,runs,False,-2.679,2.679
658,2017,2017-04-01,"M. Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Rajasthan Royals,191,8,19.6,Royal Challengers Bengaluru,199,8,12.9,Rajasthan Royals,8,runs,True,-5.624,5.624
659,2017,2017-03-29,"Eden Gardens, Kolkata",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,172,3,19.6,Sunrisers Hyderabad,189,8,18.8,Chennai Super Kings,17,runs,False,-1.309,1.309
660,2017,2017-04-25,"Eden Gardens, Kolkata",Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Delhi Capitals,130,4,19.1,Royal Challengers Bengaluru,83,3,13.9,Royal Challengers Bengaluru,7,wickets,True,0.849,-0.849
661,2017,2017-04-11,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,bat,Royal Challengers Bengaluru,161,8,18.1,Punjab Kings,150,3,10.6,Punjab Kings,7,wickets,True,-5.283,5.283
662,2017,2017-03-03,"Eden Gardens, Kolkata",Punjab Kings,Lucknow Super Giants,Punjab Kings,bat,Punjab Kings,175,5,18.1,Lucknow Super Giants,159,4,16.4,Lucknow Super Giants,6,wickets,True,-0.016,0.016
663,2017,2017-03-23,"Eden Gardens, Kolkata",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,Punjab Kings,128,3,19.0,Kolkata Knight Riders,103,3,16.9,Kolkata Knight Riders,7,wickets,False,0.66,-0.66
664,2017,2017-04-07,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bengaluru,152,5,18.1,Chennai Super Kings,190,5,20.0,Royal Challengers Bengaluru,38,runs,True,-1.121,1.121
665,2017,2017-04-20,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,Sunrisers Hyderabad,121,7,19.0,Punjab Kings,100,5,18.3,Punjab Kings,5,wickets,True,0.896,-0.896
666,2017,2017-03-27,"Wankhede Stadium, Mumbai",Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,Punjab Kings,178,9,19.0,Kolkata Knight Riders,176,1,16.9,Kolkata Knight Riders,9,wickets,True,-1.043,1.043
667,2017,2017-04-17,"Eden Gardens, Kolkata",Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Delhi Capitals,222,8,19.7,Gujarat Titans,133,8,14.6,Gujarat Titans,2,wickets,False,2.118,-2.118
668,2018,2018-04-21,"Wankhede Stadium, Mumbai",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,187,7,19.7,Chennai Super Kings,136,8,18.6,Chennai Super Kings,2,wickets,True,2.166,-2.166
669,2018,2018-03-29,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Gujarat Titans,Gujarat Titans,bat,Mumbai Indians,199,2,18.3,Gujarat Titans,146,8,17.4,Gujarat Titans,2,wickets,True,2.494,-2.494
670,2018,2018-03-06,"M.A. Chidambaram Stadium, Chennai",Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Rajasthan Royals,134,8,19.7,Gujarat Titans,198,2,11.2,Rajasthan Royals,64,runs,True,-10.942,10.942
671,2018,2018-04-07,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,Lucknow Super Giants,150,2,20.0,Kolkata Knight Riders,135,8,19.1,Kolkata Knight Riders,2,wickets,False,0.445,-0.445
672,2018,2018-04-03,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,202,8,20.0,Sunrisers Hyderabad,197,5,13.9,Sunrisers Hyderabad,5,wickets,True,-4.087,4.087
673,2018,2018-04-04,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Lucknow Super Giants,136,6,19.7,Royal Challengers Bengaluru,195,3,10.3,Lucknow Super Giants,59,runs,False,-12.071,12.071
674,2018,2018-04-26,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,field,Lucknow Super Giants,201,7,18.8,Delhi Capitals,122,2,14.0,Delhi Capitals,8,wickets,True,1.982,-1.982
675,2018,2018-03-24,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,184,3,19.8,Rajasthan Royals,91,1,10.1,Rajasthan Royals,9,wickets,False,0.291,-0.291
676,2018,2018-04-03,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,Chennai Super Kings,217,2,19.7,Delhi Capitals,90,2,10.3,Delhi Capitals,8,wickets,True,2.296,-2.296
677,2018,2018-03-18,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Mumbai Indians,Mumbai Indians,bat,Gujarat Titans,131,3,18.7,Mumbai Indians,85,7,10.7,Mumbai Indians,3,wickets,False,-0.965,0.965
678,2018,2018-04-06,"Ekana Cricket Stadium, Lucknow",Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,Punjab Kings,167,2,19.1,Chennai Super Kings,83,6,11.4,Chennai Super Kings,4,wickets,True,1.472,-1.472
679,2018,2018-04-03,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Rajasthan Royals,Rajasthan Royals,bat,Gujarat Titans,217,9,20.0,Rajasthan Royals,80,2,13.7,Rajasthan Royals,8,wickets,True,5.023,-5.023
680,2018,2018-03-01,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,181,5,19.5,Rajasthan Royals,150,4,11.3,Rajasthan Royals,6,wickets,True,-3.983,3.983
681,2018,2018-04-16,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,139,4,18.1,Mumbai Indians,117,3,12.4,Mumbai Indians,7,wickets,False,-1.732,1.732
682,2018,2018-04-06,"M. Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,154,7,18.5,Mumbai Indians,121,3,12.5,Mumbai Indians,7,wickets,True,-1.392,1.392
683,2018,2018-03-23,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Chennai Super Kings,202,3,18.2,Sunrisers Hyderabad,149,6,16.1,Sunrisers Hyderabad,4,wickets,True,1.861,-1.861
684,2018,2018-03-03,"Ekana Cricket Stadium, Lucknow",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Punjab Kings,204,8,19.4,Kolkata Knight Riders,109,4,12.8,Kolkata Knight Riders,6,wickets,True,1.997,-1.997
685,2018,2018-03-26,"Wankhede Stadium, Mumbai",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Rajasthan Royals,153,9,19.4,Lucknow Super Giants,80,6,13.4,Lucknow Super Giants,4,wickets,True,1.93,-1.93
686,2018,2018-04-13,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,Sunrisers Hyderabad,226,4,19.4,Punjab Kings,179,9,14.2,Punjab Kings,1,wickets,True,-0.912,0.912
687,2018,2018-03-24,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,185,4,18.7,Sunrisers Hyderabad,228,4,10.4,Rajasthan Royals,43,runs,True,-12.122,12.122
688,2018,2018-03-04,"M.A. Chidambaram Stadium, Chennai",Delhi Capitals,Punjab Kings,Delhi Capitals,field,Delhi Capitals,122,7,18.5,Punjab Kings,186,6,16.1,Delhi Capitals,64,runs,True,-4.96,4.96
689,2018,2018-03-15,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,Sunrisers Hyderabad,131,5,19.6,Chennai Super Kings,170,2,14.6,Sunrisers Hyderabad,39,runs,True,-4.953,4.953
690,2018,2018-03-25,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,151,3,19.4,Kolkata Knight Riders,138,4,12.9,Kolkata Knight Riders,6,wickets,False,-2.897,2.897
691,2018,2018-03-06,"Rajiv Gandhi International Stadium, Hyderabad",Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,189,6,18.5,Rajasthan Royals,121,2,15.3,Rajasthan Royals,8,wickets,True,2.328,-2.328
692,2018,2018-03-10,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,Lucknow Super Giants,150,6,18.3,Rajasthan Royals,164,5,11.1,Lucknow Super Giants,14,runs,True,-6.529,6.529
693,2018,2018-04-13,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,field,Rajasthan Royals,225,5,19.6,Royal Challengers Bengaluru,202,3,13.5,Royal Challengers Bengaluru,7,wickets,False,-3.482,3.482
694,2018,2018-04-03,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Punjab Kings,226,7,18.4,Sunrisers Hyderabad,143,1,17.9,Sunrisers Hyderabad,9,wickets,False,4.332,-4.332
695,2018,2018-03-27,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,Lucknow Super Giants,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,146,5,19.7,Lucknow Super Giants,107,2,14.3,Lucknow Super Giants,8,wickets,True,-0.062,0.062
696,2018,2018-03-21,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,Delhi Capitals,224,5,18.5,Lucknow Super Giants,94,8,11.4,Lucknow Super Giants,2,wickets,False,3.857,-3.857
697,2018,2018-04-18,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Rajasthan Royals,137,8,18.1,Punjab Kings,105,1,14.6,Punjab Kings,9,wickets,False,0.394,-0.394
698,2018,2018-04-08,"Wankhede Stadium, Mumbai",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,192,3,19.3,Sunrisers Hyderabad,108,7,10.6,Sunrisers Hyderabad,3,wickets,True,-0.254,0.254
699,2018,2018-04-21,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,141,6,19.0,Punjab Kings,111,9,13.3,Punjab Kings,1,wickets,True,-0.9,0.9
700,2018,2018-03-28,"Ekana Cricket Stadium, Lucknow",Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,Gujarat Titans,190,3,19.6,Lucknow Super Giants,127,8,16.4,Lucknow Super Giants,2,wickets,False,1.975,-1.975
701,2018,2018-03-11,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Sunrisers Hyderabad,186,3,19.4,Royal Challengers Bengaluru,206,1,16.9,Sunrisers Hyderabad,20,runs,True,-2.602,2.602
702,2018,2018-03-21,"M.A. Chidambaram Stadium, Chennai",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,124,9,18.3,Sunrisers Hyderabad,100,7,15.1,Sunrisers Hyderabad,3,wickets,True,0.133,-0.133
703,2018,2018-04-25,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Sunrisers Hyderabad,146,5,19.7,Rajasthan Royals,121,1,16.0,Rajasthan Royals,9,wickets,False,-0.174,0.174
704,2018,2018-04-11,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Delhi Capitals,169,5,19.9,Punjab Kings,120,5,14.7,Punjab Kings,5,wickets,True,0.32,-0.32
705,2018,2018-03-09,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,184,7,19.7,Rajasthan Royals,229,9,18.8,Royal Challengers Bengaluru,45,runs,True,-2.857,2.857
706,2018,2018-03-13,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,175,5,19.4,Punjab Kings,216,7,19.2,Sunrisers Hyderabad,41,runs,True,-2.223,2.223
707,2018,2018-04-16,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,166,9,19.0,Royal Challengers Bengaluru,205,5,13.5,Sunrisers Hyderabad,39,runs,True,-6.476,6.476
708,2018,2018-03-02,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Kolkata Knight Riders,188,5,18.4,Chennai Super Kings,137,5,17.0,Chennai Super Kings,5,wickets,True,2.162,-2.162
709,2018,2018-04-21,"Rajiv Gandhi International Stadium, Hyderabad",Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Lucknow Super Giants,190,3,18.6,Royal Challengers Bengaluru,180,8,12.9,Royal Challengers Bengaluru,2,wickets,True,-3.719,3.719
710,2018,2018-03-06,"Punjab Cricket Association Stadium, Mohali",Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,Gujarat Titans,187,3,19.8,Chennai Super Kings,157,3,11.3,Chennai Super Kings,7,wickets,True,-4.448,4.448
711,2018,2018-03-17,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Kolkata Knight Riders,141,3,19.2,Chennai Super Kings,89,7,17.9,Chennai Super Kings,3,wickets,False,2.38,-2.38
712,2018,2018-03-07,"M.A. Chidambaram Stadium, Chennai",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,Rajasthan Royals,131,2,19.0,Gujarat Titans,102,2,17.2,Gujarat Titans,8,wickets,True,0.961,-0.961
713,2018,2018-03-14,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Punjab Kings,163,8,18.9,Rajasthan Royals,153,9,15.3,Rajasthan Royals,1,wickets,False,-1.333,1.333
714,2018,2018-04-01,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Lucknow Super Giants,132,4,19.1,Royal Challengers Bengaluru,184,7,17.8,Lucknow Super Giants,52,runs,False,-3.393,3.393
715,2018,2018-04-18,"Eden Gardens, Kolkata",Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,Chennai Super Kings,222,3,18.8,Royal Challengers Bengaluru,168,4,11.1,Royal Challengers Bengaluru,6,wickets,True,-3.353,3.353
716,2018,2018-04-24,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,Kolkata Knight Riders,215,8,19.2,Delhi Capitals,192,5,19.1,Delhi Capitals,5,wickets,True,1.179,-1.179
717,2018,2018-04-15,"M.A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,176,5,19.4,Sunrisers Hyderabad,134,7,13.0,Sunrisers Hyderabad,3,wickets,False,-1.258,1.258
718,2018,2018-03-22,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Royal Challengers Bengaluru,201,5,19.4,Kolkata Knight Riders,201,5,17.1,Kolkata Knight Riders,5,wickets,False,-1.399,1.399
719,2018,2018-04-12,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,164,8,18.5,Sunrisers Hyderabad,209,7,19.5,Royal Challengers Bengaluru,45,runs,True,-1.831,1.831
720,2018,2018-03-11,"Ekana Cricket Stadium, Lucknow",Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,183,2,18.1,Punjab Kings,215,8,14.2,Mumbai Indians,32,runs,False,-4.987,4.987
721,2018,2018-03-01,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,207,7,19.9,Punjab Kings,190,8,12.5,Punjab Kings,2,wickets,True,-4.768,4.768
722,2018,2018-03-14,"M. Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Lucknow Super Giants,156,8,18.3,Royal Challengers Bengaluru,128,8,10.1,Royal Challengers Bengaluru,2,wickets,True,-4.13,4.13
723,2018,2018-04-28,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Kolkata Knight Riders,127,4,19.2,Chennai Super Kings,159,8,17.7,Kolkata Knight Riders,32,runs,False,-2.339,2.339
724,2018,2018-03-14,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bengaluru,203,8,18.3,Mumbai Indians,197,2,17.5,Mumbai Indians,8,wickets,False,-0.149,0.149
725,2018,2018-03-10,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Delhi Capitals,157,4,19.9,Sunrisers Hyderabad,116,5,10.4,Sunrisers Hyderabad,5,wickets,False,-3.232,3.232
726,2018,2018-04-02,"Eden Gardens, Kolkata",Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,bat,Lucknow Super Giants,121,6,18.2,Chennai Super Kings,123,3,19.9,Lucknow Super Giants,2,runs,True,0.487,-0.487
727,2018,2018-03-27,"M.A. Chidambaram Stadium, Chennai",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Rajasthan Royals,224,6,19.0,Lucknow Super Giants,218,7,18.9,Lucknow Super Giants,3,wickets,False,0.262,-0.262
728,2018,2018-03-07,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,Delhi Capitals,Punjab Kings,field,Punjab Kings,226,2,19.1,Delhi Capitals,86,7,12.8,Delhi Capitals,3,wickets,True,5.102,-5.102
729,2018,2018-03-14,"Wankhede Stadium, Mumbai",Mumbai Indians,Gujarat Titans,Gujarat Titans,bat,Mumbai Indians,135,5,19.7,Gujarat Titans,184,2,18.8,Mumbai Indians,49,runs,False,-2.961,2.961
730,2018,2018-04-27,"M.A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,185,5,19.4,Rajasthan Royals,187,6,15.0,Kolkata Knight Riders,2,runs,True,-2.907,2.907
731,2018,2018-03-29,"Arun Jaitley Stadium, Delhi",Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Punjab Kings,149,6,18.9,Royal Challengers Bengaluru,114,6,14.4,Royal Challengers Bengaluru,4,wickets,True,0.001,-0.001
732,2018,2018-03-29,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,187,7,18.4,Mumbai Indians,131,5,12.6,Mumbai Indians,5,wickets,False,-0.232,0.232
733,2018,2018-04-08,"Arun Jaitley Stadium, Delhi",Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Gujarat Titans,201,7,18.9,Sunrisers Hyderabad,126,8,20.0,Sunrisers Hyderabad,2,wickets,True,4.351,-4.351
734,2018,2018-03-04,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Gujarat Titans,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,180,2,18.2,Gujarat Titans,229,3,11.6,Royal Challengers Bengaluru,49,runs,True,-9.869,9.869
735,2019,2019-03-29,"M. Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Delhi Capitals,Delhi Capitals,bat,Gujarat Titans,153,2,19.4,Delhi Capitals,141,3,15.1,Delhi Capitals,7,wickets,False,-1.467,1.467
736,2019,2019-03-13,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Chennai Super Kings,223,3,18.5,Punjab Kings,167,8,12.7,Punjab Kings,2,wickets,False,-1.083,1.083
737,2019,2019-04-26,"Ekana Cricket Stadium, Lucknow",Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,177,6,18.4,Delhi Capitals,136,7,16.8,Delhi Capitals,3,wickets,False,1.509,-1.509
738,2019,2019-04-24,"Rajiv Gandhi International Stadium, Hyderabad",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Lucknow Super Giants,173,2,19.4,Delhi Capitals,128,8,13.9,Delhi Capitals,2,wickets,False,-0.32,0.32
739,2019,2019-04-20,"Eden Gardens, Kolkata",Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Delhi Capitals,130,2,18.1,Royal Challengers Bengaluru,124,1,19.2,Royal Challengers Bengaluru,9,wickets,True,0.695,-0.695
740,2019,2019-03-13,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Delhi Capitals,152,6,18.8,Lucknow Super Giants,99,6,19.6,Lucknow Super Giants,4,wickets,True,3.051,-3.051
741,2019,2019-03-06,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,bat,Kolkata Knight Riders,210,8,18.5,Lucknow Super Giants,187,7,18.1,Lucknow Super Giants,3,wickets,True,0.992,-0.992
742,2019,2019-04-26,"Eden Gardens, Kolkata",Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,bat,Gujarat Titans,190,6,18.9,Sunrisers Hyderabad,176,7,11.4,Sunrisers Hyderabad,3,wickets,True,-5.408,5.408
743,2019,2019-03-28,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,135,9,19.2,Delhi Capitals,85,8,12.2,Delhi Capitals,2,wickets,True,0.084,-0.084
